Well,Fuel,Plasmid construct,DNA/mRNA batch,DNA (nM),mRNA (uM),Mg (mM),Fuel (mM),Replicate,Extract,Extract fraction,NTPs (mM),Added ATP (mM),Added GTP (mM),Tetratcycline (ug/mL)
B23,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,2,5,1,DAJ_MK_MY,0.33,4.8,0,0,200
C2,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,2,5,2,DAJ_MK_MY,0.33,4.8,0,0,200
C3,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,2,5,3,DAJ_MK_MY,0.33,4.8,0,0,200
C4,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,4,5,1,DAJ_MK_MY,0.33,4.8,0,0,200
C5,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,4,5,2,DAJ_MK_MY,0.33,4.8,0,0,200
C6,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,4,5,3,DAJ_MK_MY,0.33,4.8,0,0,200
C7,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,6,5,1,DAJ_MK_MY,0.33,4.8,0,0,200
C8,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,6,5,2,DAJ_MK_MY,0.33,4.8,0,0,200
C9,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,6,5,3,DAJ_MK_MY,0.33,4.8,0,0,200
C10,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,8,5,1,DAJ_MK_MY,0.33,4.8,0,0,200
C11,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,8,5,2,DAJ_MK_MY,0.33,4.8,0,0,200
C12,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,8,5,3,DAJ_MK_MY,0.33,4.8,0,0,200
C13,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,10,5,1,DAJ_MK_MY,0.33,4.8,0,0,200
C14,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,10,5,2,DAJ_MK_MY,0.33,4.8,0,0,200
C15,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,10,5,3,DAJ_MK_MY,0.33,4.8,0,0,200
C16,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,0,10,1,DAJ_MK_MY,0.33,4.8,0,0,200
C17,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,0,10,2,DAJ_MK_MY,0.33,4.8,0,0,200
C18,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,0,10,3,DAJ_MK_MY,0.33,4.8,0,0,200
C19,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,2,10,1,DAJ_MK_MY,0.33,4.8,0,0,200
C20,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,2,10,2,DAJ_MK_MY,0.33,4.8,0,0,200
C21,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,2,10,3,DAJ_MK_MY,0.33,4.8,0,0,200
C22,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,4,10,1,DAJ_MK_MY,0.33,4.8,0,0,200
C23,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,4,10,2,DAJ_MK_MY,0.33,4.8,0,0,200
D2,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,4,10,3,DAJ_MK_MY,0.33,4.8,0,0,200
D3,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,6,10,1,DAJ_MK_MY,0.33,4.8,0,0,200
D4,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,6,10,2,DAJ_MK_MY,0.33,4.8,0,0,200
D5,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,6,10,3,DAJ_MK_MY,0.33,4.8,0,0,200
D6,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,8,10,1,DAJ_MK_MY,0.33,4.8,0,0,200
D7,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,8,10,2,DAJ_MK_MY,0.33,4.8,0,0,200
D8,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,8,10,3,DAJ_MK_MY,0.33,4.8,0,0,200
D9,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,10,10,1,DAJ_MK_MY,0.33,4.8,0,0,200
D10,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,10,10,2,DAJ_MK_MY,0.33,4.8,0,0,200
D11,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,10,10,3,DAJ_MK_MY,0.33,4.8,0,0,200
D12,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,0,15,1,DAJ_MK_MY,0.33,4.8,0,0,200
D13,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,0,15,2,DAJ_MK_MY,0.33,4.8,0,0,200
D14,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,0,15,3,DAJ_MK_MY,0.33,4.8,0,0,200
D15,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,2,15,1,DAJ_MK_MY,0.33,4.8,0,0,200
D16,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,2,15,2,DAJ_MK_MY,0.33,4.8,0,0,200
D17,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,2,15,3,DAJ_MK_MY,0.33,4.8,0,0,200
D18,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,4,15,1,DAJ_MK_MY,0.33,4.8,0,0,200
D19,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,4,15,2,DAJ_MK_MY,0.33,4.8,0,0,200
D20,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,4,15,3,DAJ_MK_MY,0.33,4.8,0,0,200
D21,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,6,15,1,DAJ_MK_MY,0.33,4.8,0,0,200
D22,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,6,15,2,DAJ_MK_MY,0.33,4.8,0,0,200
D23,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,6,15,3,DAJ_MK_MY,0.33,4.8,0,0,200
E2,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,8,15,1,DAJ_MK_MY,0.33,4.8,0,0,200
E3,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,8,15,2,DAJ_MK_MY,0.33,4.8,0,0,200
E4,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,8,15,3,DAJ_MK_MY,0.33,4.8,0,0,200
E5,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,10,15,1,DAJ_MK_MY,0.33,4.8,0,0,200
E6,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,10,15,2,DAJ_MK_MY,0.33,4.8,0,0,200
E7,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,10,15,3,DAJ_MK_MY,0.33,4.8,0,0,200
E8,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,0,20,1,DAJ_MK_MY,0.33,4.8,0,0,200
E9,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,0,20,2,DAJ_MK_MY,0.33,4.8,0,0,200
E10,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,0,20,3,DAJ_MK_MY,0.33,4.8,0,0,200
E11,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,2,20,1,DAJ_MK_MY,0.33,4.8,0,0,200
E12,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,2,20,2,DAJ_MK_MY,0.33,4.8,0,0,200
E13,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,2,20,3,DAJ_MK_MY,0.33,4.8,0,0,200
E14,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,4,20,1,DAJ_MK_MY,0.33,4.8,0,0,200
E15,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,4,20,2,DAJ_MK_MY,0.33,4.8,0,0,200
E16,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,4,20,3,DAJ_MK_MY,0.33,4.8,0,0,200
E17,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,6,20,1,DAJ_MK_MY,0.33,4.8,0,0,200
E18,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,6,20,2,DAJ_MK_MY,0.33,4.8,0,0,200
E19,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,6,20,3,DAJ_MK_MY,0.33,4.8,0,0,200
E20,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,8,20,1,DAJ_MK_MY,0.33,4.8,0,0,200
E21,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,8,20,2,DAJ_MK_MY,0.33,4.8,0,0,200
E22,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,8,20,3,DAJ_MK_MY,0.33,4.8,0,0,200
E23,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,10,20,1,DAJ_MK_MY,0.33,4.8,0,0,200
F2,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,10,20,2,DAJ_MK_MY,0.33,4.8,0,0,200
F3,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,10,20,3,DAJ_MK_MY,0.33,4.8,0,0,200
F4,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,0,30,1,DAJ_MK_MY,0.33,4.8,0,0,200
F5,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,0,30,2,DAJ_MK_MY,0.33,4.8,0,0,200
F6,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,0,30,3,DAJ_MK_MY,0.33,4.8,0,0,200
F7,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,2,30,1,DAJ_MK_MY,0.33,4.8,0,0,200
F8,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,2,30,2,DAJ_MK_MY,0.33,4.8,0,0,200
F9,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,2,30,3,DAJ_MK_MY,0.33,4.8,0,0,200
F10,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,4,30,1,DAJ_MK_MY,0.33,4.8,0,0,200
F11,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,4,30,2,DAJ_MK_MY,0.33,4.8,0,0,200
F12,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,4,30,3,DAJ_MK_MY,0.33,4.8,0,0,200
F13,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,6,30,1,DAJ_MK_MY,0.33,4.8,0,0,200
F14,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,6,30,2,DAJ_MK_MY,0.33,4.8,0,0,200
F15,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,6,30,3,DAJ_MK_MY,0.33,4.8,0,0,200
F16,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,8,30,1,DAJ_MK_MY,0.33,4.8,0,0,200
F17,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,8,30,2,DAJ_MK_MY,0.33,4.8,0,0,200
F18,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,8,30,3,DAJ_MK_MY,0.33,4.8,0,0,200
F19,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,10,30,1,DAJ_MK_MY,0.33,4.8,0,0,200
F20,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,10,30,2,DAJ_MK_MY,0.33,4.8,0,0,200
F21,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,10,30,3,DAJ_MK_MY,0.33,4.8,0,0,200
F22,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,0,45,1,DAJ_MK_MY,0.33,4.8,0,0,200
F23,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,0,45,2,DAJ_MK_MY,0.33,4.8,0,0,200
G2,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,0,45,3,DAJ_MK_MY,0.33,4.8,0,0,200
G3,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,2,45,1,DAJ_MK_MY,0.33,4.8,0,0,200
G4,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,2,45,2,DAJ_MK_MY,0.33,4.8,0,0,200
G5,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,2,45,3,DAJ_MK_MY,0.33,4.8,0,0,200
G6,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,4,45,1,DAJ_MK_MY,0.33,4.8,0,0,200
G7,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,4,45,2,DAJ_MK_MY,0.33,4.8,0,0,200
G8,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,4,45,3,DAJ_MK_MY,0.33,4.8,0,0,200
G9,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,6,45,1,DAJ_MK_MY,0.33,4.8,0,0,200
G10,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,6,45,2,DAJ_MK_MY,0.33,4.8,0,0,200
G11,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,6,45,3,DAJ_MK_MY,0.33,4.8,0,0,200
G12,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,8,45,1,DAJ_MK_MY,0.33,4.8,0,0,200
G13,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,8,45,2,DAJ_MK_MY,0.33,4.8,0,0,200
G14,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,8,45,3,DAJ_MK_MY,0.33,4.8,0,0,200
G15,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,10,45,1,DAJ_MK_MY,0.33,4.8,0,0,200
G16,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,10,45,2,DAJ_MK_MY,0.33,4.8,0,0,200
G18,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,0,0,1,DAJ_MK_MY,0.33,4.8,0,0,0
G19,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,0,0,2,DAJ_MK_MY,0.33,4.8,0,0,0
G20,3PGA,pOR1OR2-MGapt-deGFP,6,5,0,0,0,3,DAJ_MK_MY,0.33,4.8,0,0,0
